,index,title,authors,average_rating,isbn13,language_code,num_pages,categories,description,published_year,new_categories,lower_title,combined_features
2018,3331,A Year in Provence,Peter Mayle,3.96,9780679731146,eng,210.0,Biography & Autobiography,"Enjoy an irresistible feast of humour and discover the joys of French rural living with Peter Mayle's bestselling, much-loved account of 'A Year In Provence'. Peter Mayle and his wife did what most of us only imagine doing when they made their long-cherished dream of a life abroad a reality: throwing caution to the wind, they bought a glorious two hundred year-old farmhouse in the Lub�ron Valley and began a new life. In a year that begins with a marathon lunch and continues with a host of gastronomic delights, they also survive the unexpected and often hilarious curiosities of rural life. From mastering the local accent and enduring invasion by bumbling builders, to discovering the finer points of boules and goat-racing, all the earthy pleasures of Proven�al life are conjured up in this enchanting portrait.",2000.0,Biography & Autobiography,a year in provence,"a year in provence,Peter Mayle,Biography & Autobiography,Enjoy an irresistible feast of humour and discover the joys of French rural living with Peter Mayle's bestselling, much-loved account of 'A Year In Provence'. Peter Mayle and his wife did what most of us only imagine doing when they made their long-cherished dream of a life abroad a reality: throwing caution to the wind, they bought a glorious two hundred year-old farmhouse in the Lub�ron Valley and began a new life. In a year that begins with a marathon lunch and continues with a host of gastronomic delights, they also survive the unexpected and often hilarious curiosities of rural life. From mastering the local accent and enduring invasion by bumbling builders, to discovering the finer points of boules and goat-racing, all the earthy pleasures of Proven�al life are conjured up in this enchanting portrait."
2019,3333,How to Breathe Underwater,Julie Orringer,3.96,9780141015088,eng,222.0,Families,"In her dazzling first book Julie Orringer dives into the private world of childhood and immerses us in its fears and longings: the jealous friendships and the bitter sibling battles; the parents that row and the boys that won't dance with you. Then, in a voice that is equally tender and compassionate, she reminds us of those rare, exhilarating moments of victory.'Unbelievably good: the humiliations and cruelties and passions of childhood, sparkling fresh prose, a writer with a big heart and an acute sense of the small things that loom large in our lives' Monica Ali, Guardian",2005.0,Families,how to breathe underwater,"how to breathe underwater,Julie Orringer,Families,In her dazzling first book Julie Orringer dives into the private world of childhood and immerses us in its fears and longings: the jealous friendships and the bitter sibling battles; the parents that row and the boys that won't dance with you. Then, in a voice that is equally tender and compassionate, she reminds us of those rare, exhilarating moments of victory.'Unbelievably good: the humiliations and cruelties and passions of childhood, sparkling fresh prose, a writer with a big heart and an acute sense of the small things that loom large in our lives' Monica Ali, Guardian"
2020,3334,The Crimson Petal and the White,Michel Faber,3.89,9781841954318,eng,835.0,London (England),"Sugar, An alluring, nineteen-year-old whore in the brothel of the peculiar Mrs Castaway, yearns for a better life. And when she is visited by William Rackham – the somewhat reluctant heir to Rackham Perfumeries – she begins an ascent through the strata of 1870's London society that offers us intimacy with a host of loveable, maddening and superbly realised characters. Gripping from the first page, this immense novel is an intoxicating and deeply satisfying read – not only a wonderful story but the creation of an entire, extraordinary world.",2003.0,London (England),the crimson petal and the white,"the crimson petal and the white,Michel Faber,London (England),Sugar, An alluring, nineteen-year-old whore in the brothel of the peculiar Mrs Castaway, yearns for a better life. And when she is visited by William Rackham – the somewhat reluctant heir to Rackham Perfumeries – she begins an ascent through the strata of 1870's London society that offers us intimacy with a host of loveable, maddening and superbly realised characters. Gripping from the first page, this immense novel is an intoxicating and deeply satisfying read – not only a wonderful story but the creation of an entire, extraordinary world."
2021,3335,Star Trek Voyager Companion,Paul Ruditis,3.95,9780743417518,eng,482.0,Fiction,"A companion to the popular syndicated television show offers a complete show-by-show guide to the series, including plot summaries and behind-the-scenes details.",2003.0,Fiction,star trek voyager companion,"star trek voyager companion,Paul Ruditis,Fiction,A companion to the popular syndicated television show offers a complete show-by-show guide to the series, including plot summaries and behind-the-scenes details."
2022,3336,This Is the Way the World Ends,James K. Morrow,3.75,9780156002080,eng,319.0,Fiction,"George Paxton was an ordinary man until something extraordinary happened--nuclear holocaust. Now George Paxton is about to discover what happens after the end of the world. ""Astute, highly engaging, and finally moving"".--Los Angeles Times.",1986.0,Fiction,this is the way the world ends,"this is the way the world ends,James K. Morrow,Fiction,George Paxton was an ordinary man until something extraordinary happened--nuclear holocaust. Now George Paxton is about to discover what happens after the end of the world. ""Astute, highly engaging, and finally moving"".--Los Angeles Times."
2023,3337,Love Overboard,Janet Evanovich,3.65,9780060598846,eng,244.0,Fiction,"Dear Reader: In a previous life, before the time of Plum, I wrote twelve short romance novels. Red-hot screwball comedies, each and every one of them. Nine of these stories were originally published by the Loveswept line between the years 1988 and 1992. All went out-of-print immediately and then could be found only at used bookstores and yard sales. I'm excited to tell you that those nine stories are now being re-released by HarperCollins. Love Overboard is second in the lineup, and it's presented here in almost original form. I've done only minor editing to correct some embarrassing bloopers missed the first time around. And I changed the title because I thought the original title (Ivan Takes a Wife) was boring! Love Overboard is a romantic tale about a handsome ship's captain; a wary wench from Jersey City; a hundred-year-old, two-masted schooner; and an entire town of shoemakers. There's some getting naked, some blueberry pie, more getting naked, and at the end . . . Okay, I won't tell you about the end, but it's really good and it'll make you feel happy. I took my family on the road trip from heck to research this book. When we finally got to Maine it was all worthwhile because we fell in love with the boats and the people who sailed them. Enjoy!",2005.0,Fiction,love overboard,"love overboard,Janet Evanovich,Fiction,Dear Reader: In a previous life, before the time of Plum, I wrote twelve short romance novels. Red-hot screwball comedies, each and every one of them. Nine of these stories were originally published by the Loveswept line between the years 1988 and 1992. All went out-of-print immediately and then could be found only at used bookstores and yard sales. I'm excited to tell you that those nine stories are now being re-released by HarperCollins. Love Overboard is second in the lineup, and it's presented here in almost original form. I've done only minor editing to correct some embarrassing bloopers missed the first time around. And I changed the title because I thought the original title (Ivan Takes a Wife) was boring! Love Overboard is a romantic tale about a handsome ship's captain; a wary wench from Jersey City; a hundred-year-old, two-masted schooner; and an entire town of shoemakers. There's some getting naked, some blueberry pie, more getting naked, and at the end . . . Okay, I won't tell you about the end, but it's really good and it'll make you feel happy. I took my family on the road trip from heck to research this book. When we finally got to Maine it was all worthwhile because we fell in love with the boats and the people who sailed them. Enjoy!"
2024,3339,Market Forces,Richard K. Morgan,3.59,9780345457745,eng,464.0,Fiction,"Chris Faulkner, a wealthy commondities trader, uses his talent for instigating and taking advantage of revolutions and wars of liberation around the world in order to sell arms, intelligence, and power, but his growing riches come at a terrible cost. By the author of Altered Carbon. Original. 24,000 first printing.",2005.0,Fiction,market forces,"market forces,Richard K. Morgan,Fiction,Chris Faulkner, a wealthy commondities trader, uses his talent for instigating and taking advantage of revolutions and wars of liberation around the world in order to sell arms, intelligence, and power, but his growing riches come at a terrible cost. By the author of Altered Carbon. Original. 24,000 first printing."
2025,3343,The Agony and the Ecstasy,Irving Stone,4.07,9780099416272,eng,776.0,Fiction,"A classic historical novel honoring the five hundredth anniversary of the artist's famed David sculpture dramatizes the life of the Renaissance artistic genius Michelangelo, recalls his love affairs, his disputes with cardinals and popes, and his years of working on the Sistine Chapel. Reprint.",1961.0,Fiction,the agony and the ecstasy,"the agony and the ecstasy,Irving Stone,Fiction,A classic historical novel honoring the five hundredth anniversary of the artist's famed David sculpture dramatizes the life of the Renaissance artistic genius Michelangelo, recalls his love affairs, his disputes with cardinals and popes, and his years of working on the Sistine Chapel. Reprint."
2026,3344,Harvest,Tess Gerritsen,4.11,9780671553029,eng,368.0,Fiction,"Medical resident Dr. Abby Matteo is elated when the elite cardiac transplant team at Boston's Bayside Hospital taps her as a potential recruit. But faced with a tormenting life-and-death decision, Abby helps direct a crash victim's harvested heart to a dying teenager -- instead of the wealthy older woman who was supposed to receive it. The repercussions leave Abby shaken and plagued with self-doubt. Suddenly, a new heart appears, and the woman's transplant is completed. Then Abby makes a terrible discovery. The donor records have been falsified -- the new heart has not come through the proper channels. Defying the hospital's demands for silence, she begins her own investigation that reveals a murderous, unthinkable conspiracy. Every move Abby makes spawns a vicious backlash...and on a ship anchored in the waters of Boston harbor, the grisly truth lies waiting.",1997.0,Fiction,harvest,"harvest,Tess Gerritsen,Fiction,Medical resident Dr. Abby Matteo is elated when the elite cardiac transplant team at Boston's Bayside Hospital taps her as a potential recruit. But faced with a tormenting life-and-death decision, Abby helps direct a crash victim's harvested heart to a dying teenager -- instead of the wealthy older woman who was supposed to receive it. The repercussions leave Abby shaken and plagued with self-doubt. Suddenly, a new heart appears, and the woman's transplant is completed. Then Abby makes a terrible discovery. The donor records have been falsified -- the new heart has not come through the proper channels. Defying the hospital's demands for silence, she begins her own investigation that reveals a murderous, unthinkable conspiracy. Every move Abby makes spawns a vicious backlash...and on a ship anchored in the waters of Boston harbor, the grisly truth lies waiting."
2027,3345,Story of O,Pauline Réage/John Paul Hand,3.32,9781562010355,eng,199.0,Fiction,"Before Fifty Shades of Grey there was Story of O, the notorious novel of dark obsession that introduced the world to erotic fiction. How far will a woman go to express her love? In this exquisite and taboo novel of passion and desire, the answer emerges through a daring exploration of the deepest bonds of sensual domination. ""O"" is a beautiful Parisian fashion photographer, determined to understand and prove her consuming devotion to her lover, René, through complete submission to his every whim, his every desire. It is a journey of forbidden, dangerous choices that sweeps her through the secret gardens of the sexual underground. From the inner sanctum of a private club where willing women are schooled in the art of subjugation to the excruciating embraces of René's friend Sir Stephen, O tests the outermost limits of pleasure. For as O discovers, true freedom lies in her pure and complete willingness to do anything for love.",1973.0,Fiction,story of o,"story of o,Pauline Réage/John Paul Hand,Fiction,Before Fifty Shades of Grey there was Story of O, the notorious novel of dark obsession that introduced the world to erotic fiction. How far will a woman go to express her love? In this exquisite and taboo novel of passion and desire, the answer emerges through a daring exploration of the deepest bonds of sensual domination. ""O"" is a beautiful Parisian fashion photographer, determined to understand and prove her consuming devotion to her lover, René, through complete submission to his every whim, his every desire. It is a journey of forbidden, dangerous choices that sweeps her through the secret gardens of the sexual underground. From the inner sanctum of a private club where willing women are schooled in the art of subjugation to the excruciating embraces of René's friend Sir Stephen, O tests the outermost limits of pleasure. For as O discovers, true freedom lies in her pure and complete willingness to do anything for love."
2028,3346,The O. Henry Prize Stories 2003,Laura Furman/David Guterson/Diane Johnson/Jennifer Egan,3.78,9781400031313,eng,384.0,Fiction,Presents a collection of short stories judged to be the best in America for 2002.,2003.0,Fiction,the o. henry prize stories 2003,"the o. henry prize stories 2003,Laura Furman/David Guterson/Diane Johnson/Jennifer Egan,Fiction,Presents a collection of short stories judged to be the best in America for 2002."
2029,3347,The Illustrated Story Of O,Doris Kloster/Pauline Réage,3.96,9780312266059,eng,160.0,Photography,"""...I was convinced that Story of O was going to revolutionize the book trade, that I would sell hundreds of thousands of copies across the world, and that moral attitudes would change overnight. The audacity of this novel seemed to me to be liberating rather than provocative. I perceived the promise of a new freedom. And I expected to cause a shock.""--Jean-Jacques Pauvert, from the Introduction When Story of O was first published in 1954 in Paris by Jean-Jacques Pauvert, it narrowly escaped censorship by the Department of the Interior and eventually became the most widely translated French novel in the world. It describes in cool, elegant language the experiences of a young woman as she willingly enters a dark maze of perverse sexual practices within a clandestine amoral society. Revelling in pure fantasy, its theme is total submission through love to excesses of sadism and masochism, and the bond of ""ownership."" Now Doris Kloster, a photographer specializing in issues of women's sexuality and power, has realized a long-standing dream. She has created a photographic representation of one of the most famous and controversial erotic novels ever published. The result is another sensation. The Illustrated Story of O presents over 50 superb images which mirror perfectly the intense eroticism of the novel. Shooting entirely in Paris and its environs, Doris Kloster has succeeded in matching characters, locations, costumes and props to the original descriptions. And each magnificent color photograph is accompanied by a short extract from the novel. In addition, there is a Preface from Doris Kloster herself and an Introduction from Jean-Jacques Pauvert, the original publisher of the novel. The Illustrated Story of O presents a rich visual feast that will delight fans of Doris Kloster's work, and appeal strongly to connoisseurs of the darker excesses of sexuality. It is destined to become a classic collector's edition.",2001.0,Photography,the illustrated story of o,"the illustrated story of o,Doris Kloster/Pauline Réage,Photography,""...I was convinced that Story of O was going to revolutionize the book trade, that I would sell hundreds of thousands of copies across the world, and that moral attitudes would change overnight. The audacity of this novel seemed to me to be liberating rather than provocative. I perceived the promise of a new freedom. And I expected to cause a shock.""--Jean-Jacques Pauvert, from the Introduction When Story of O was first published in 1954 in Paris by Jean-Jacques Pauvert, it narrowly escaped censorship by the Department of the Interior and eventually became the most widely translated French novel in the world. It describes in cool, elegant language the experiences of a young woman as she willingly enters a dark maze of perverse sexual practices within a clandestine amoral society. Revelling in pure fantasy, its theme is total submission through love to excesses of sadism and masochism, and the bond of ""ownership."" Now Doris Kloster, a photographer specializing in issues of women's sexuality and power, has realized a long-standing dream. She has created a photographic representation of one of the most famous and controversial erotic novels ever published. The result is another sensation. The Illustrated Story of O presents over 50 superb images which mirror perfectly the intense eroticism of the novel. Shooting entirely in Paris and its environs, Doris Kloster has succeeded in matching characters, locations, costumes and props to the original descriptions. And each magnificent color photograph is accompanied by a short extract from the novel. In addition, there is a Preface from Doris Kloster herself and an Introduction from Jean-Jacques Pauvert, the original publisher of the novel. The Illustrated Story of O presents a rich visual feast that will delight fans of Doris Kloster's work, and appeal strongly to connoisseurs of the darker excesses of sexuality. It is destined to become a classic collector's edition."
2030,3348,Europe on a Shoestring,Sarah Johnstone/Aaron Anderson/Sarah  Andrews/Lonely Planet,4.05,9781741045918,eng,1284.0,Travel,"Lonely Planet's Shoestring Guides are the passport to the adventure of a lifetime--without blowing a traveller's budget. Along with insider tips on how to eat, sleep and travel cheaply are sections that cover studying, working and volunteering.Europe on a Shoestring is the single most comprehensive guide to Europe, covering 44 countries and Kaliningrad.",2007.0,Travel,europe on a shoestring,"europe on a shoestring,Sarah Johnstone/Aaron Anderson/Sarah  Andrews/Lonely Planet,Travel,Lonely Planet's Shoestring Guides are the passport to the adventure of a lifetime--without blowing a traveller's budget. Along with insider tips on how to eat, sleep and travel cheaply are sections that cover studying, working and volunteering.Europe on a Shoestring is the single most comprehensive guide to Europe, covering 44 countries and Kaliningrad."
2031,3349,Europe and the People Without History,Eric R. Wolf,4.12,9780520048980,eng,534.0,Social Science,"Analyzes the history of European peasants, workers, and artisans as they were affected by major economic developments and trends",1982.0,Social Science,europe and the people without history,"europe and the people without history,Eric R. Wolf,Social Science,Analyzes the history of European peasants, workers, and artisans as they were affected by major economic developments and trends"
2032,3350,Ray Bradbury's Fahrenheit 451,Harold Bloom,4.18,9780791059296,eng,147.0,Juvenile Nonfiction,"Presents a collection of critical essays on Bradbury's novel, Fahrenheit 451.",2001.0,Juvenile Nonfiction,ray bradbury's fahrenheit 451,"ray bradbury's fahrenheit 451,Harold Bloom,Juvenile Nonfiction,Presents a collection of critical essays on Bradbury's novel, Fahrenheit 451."
2033,3351,Schott's Original Miscellany,Ben Schott/Collin Deckerman,4.08,9781582343495,eng,158.0,Reference,"Impossible to read at one sitting, but utterly unputdownable, Schott's Original Miscellany is a unique collection of fabulous trivia. What other book boasts an index that includes shoelace lengths, sign language, and the seven deadly sins; dueling and dwarves; the hair color of Miss America and the Hampton Court maze? Where else can you find, packed onto one page, the names of golf strokes, a history of the Hat Tax, cricketing dismissals, nouns of assemblage, an unofficial motto of the US Postal Service, and the flag of Guadeloupe? Where else but Schott's Original Miscellany will you stumble across John Lennon's cat, the supplier of bagpipes to the Queen, the labors of Hercules, and the brutal methods of murder encountered by Miss Marple? A book like no other, Schott's Original Miscellany is entertaining, informative, unpredictable, and utterly addictive.",2003.0,Reference,schott's original miscellany,"schott's original miscellany,Ben Schott/Collin Deckerman,Reference,Impossible to read at one sitting, but utterly unputdownable, Schott's Original Miscellany is a unique collection of fabulous trivia. What other book boasts an index that includes shoelace lengths, sign language, and the seven deadly sins; dueling and dwarves; the hair color of Miss America and the Hampton Court maze? Where else can you find, packed onto one page, the names of golf strokes, a history of the Hat Tax, cricketing dismissals, nouns of assemblage, an unofficial motto of the US Postal Service, and the flag of Guadeloupe? Where else but Schott's Original Miscellany will you stumble across John Lennon's cat, the supplier of bagpipes to the Queen, the labors of Hercules, and the brutal methods of murder encountered by Miss Marple? A book like no other, Schott's Original Miscellany is entertaining, informative, unpredictable, and utterly addictive."
2034,3352,Turtle Island,Gary Snyder/Michael Corr,4.09,9780811205467,eng,112.0,Poetry,"These Pulitzer Prize-winning poems and essays by the author of No Nature range from the lucid, lyrical, and mystical to the political. All, however, share a common vision: a rediscovery of North America and the ways by which we might become true natives of the land for the first time.",1974.0,Poetry,turtle island,"turtle island,Gary Snyder/Michael Corr,Poetry,These Pulitzer Prize-winning poems and essays by the author of No Nature range from the lucid, lyrical, and mystical to the political. All, however, share a common vision: a rediscovery of North America and the ways by which we might become true natives of the land for the first time."
2035,3353,Turtle Moon,Alice Hoffman,3.83,9780099429166,eng,275.0,Mothers and sons,"""The story of a divorced woman, her disillusioned teenage son, and the events that change their lives in ways both simple and extraordinary. When Keith Rosen runs away from his Florida home - inexplicably taking along a motherless baby - his mother is perplexed and terrified. She takes off on her own journey to find him.""--Back cover.",2002.0,Mothers and sons,turtle moon,"turtle moon,Alice Hoffman,Mothers and sons,""The story of a divorced woman, her disillusioned teenage son, and the events that change their lives in ways both simple and extraordinary. When Keith Rosen runs away from his Florida home - inexplicably taking along a motherless baby - his mother is perplexed and terrified. She takes off on her own journey to find him.""--Back cover."
2036,3354,The Turtle and the Monkey,Paul Galdone/Joanna Galdone,3.74,9780395544259,eng,32.0,Juvenile Fiction,Greedy Monkey makes every effort to cheat Turtle out of the bananas that rightfully belong to her.,1990.0,Juvenile Fiction,the turtle and the monkey,"the turtle and the monkey,Paul Galdone/Joanna Galdone,Juvenile Fiction,Greedy Monkey makes every effort to cheat Turtle out of the bananas that rightfully belong to her."
2037,3355,Lurulu,Jack Vance,3.59,9780312872793,en-US,204.0,Fiction,"Continues the adventures of Myron Tany, a rebellious member of a wealthy family, who tours the Galaxy on an interstellar freighter alongside a crew of actors, musicians, thieves, and other questionable characters. By the author of Ports of Call. Reprint. 15,000 first printing.",2007.0,Fiction,lurulu,"lurulu,Jack Vance,Fiction,Continues the adventures of Myron Tany, a rebellious member of a wealthy family, who tours the Galaxy on an interstellar freighter alongside a crew of actors, musicians, thieves, and other questionable characters. By the author of Ports of Call. Reprint. 15,000 first printing."
2038,3356,The Languages of Pao,Jack Vance,3.8,9780743487146,en-GB,224.0,Fiction,"When the Panarch of Pao is assassinated, Beran Panasper, his son and heir, must flee to the planet Breakness where he finds the truth behind his father's death...and much more. Reprint.",2004.0,Fiction,the languages of pao,"the languages of pao,Jack Vance,Fiction,When the Panarch of Pao is assassinated, Beran Panasper, his son and heir, must flee to the planet Breakness where he finds the truth behind his father's death...and much more. Reprint."
2039,3357,The Last Castle,Jack Vance,3.79,9780425084786,eng,182.0,Fiction,Features Jack Vance's novel of humanity's final stand and Robert Silverberg's tale of the watcher's journey after invaders from outer space gain control of the Earth,1989.0,Fiction,the last castle,"the last castle,Jack Vance,Fiction,Features Jack Vance's novel of humanity's final stand and Robert Silverberg's tale of the watcher's journey after invaders from outer space gain control of the Earth"
2040,3358,Ports of Call,Jack Vance,3.55,9780312864743,eng,300.0,Fiction,"A romantic tale follows a space swashbuckler and conman as he travels from world to world, plying his trade, drinking in wild bars, and flirting with women",1999.0,Fiction,ports of call,"ports of call,Jack Vance,Fiction,A romantic tale follows a space swashbuckler and conman as he travels from world to world, plying his trade, drinking in wild bars, and flirting with women"
2041,3361,Theodore Rex,Edmund Morris,4.19,9780812966008,eng,555.0,Biography & Autobiography,"Describes Theodore Roosevelt's presidency as he faced the challenges of a new century in which the United States would become a world power, and discusses his accomplishments and failures, the enemies he made, and his family life. Reprint. 250,000 first printing.",2002.0,Biography & Autobiography,theodore rex,"theodore rex,Edmund Morris,Biography & Autobiography,Describes Theodore Roosevelt's presidency as he faced the challenges of a new century in which the United States would become a world power, and discusses his accomplishments and failures, the enemies he made, and his family life. Reprint. 250,000 first printing."
2042,3362,The Right Stuff,Tom Wolfe,4.24,9781579124588,eng,256.0,Fiction,"The Right Stuff by Merline Lovelace released on Feb 23, 2004 is available now for purchase.",2004.0,Fiction,the right stuff,"the right stuff,Tom Wolfe,Fiction,The Right Stuff by Merline Lovelace released on Feb 23, 2004 is available now for purchase."
2043,3364,Romanticism,Hugh Honour,3.75,9780064300896,eng,416.0,Art,A study of the influence Romanticism exerts upon Western culture.,1979.0,Art,romanticism,"romanticism,Hugh Honour,Art,A study of the influence Romanticism exerts upon Western culture."
2044,3365,No Cherubs for Melanie,James  Hawkins,4.0,9781550023923,eng,394.0,Fiction,"Melanie Gordonstone, a cherubic six-year-old, was Daddy's favourite in every way, but her life ended tragically when she drowned in a backyard pond. Inexperience led young English detective David Bliss to attribute the girl's death to an accident, but since that time he has been haunted by doubts about his original conclusion. Now, more than twenty years later, Melanie's father has died, and toxicology reports indicate that he was murdered. Bliss begins to suspect Melanie's sister, Margaret, who lives in a remote community in northern Ontario. But could Margaret have killed her father from half a world away? Bliss's unauthorized investigation brings him overseas to Canada in search of Margaret - and answers. As he gets closer to the truth, he uncovers the disturbing secrets that have destroyed the Gordonstone family.",2002.0,Fiction,no cherubs for melanie,"no cherubs for melanie,James  Hawkins,Fiction,Melanie Gordonstone, a cherubic six-year-old, was Daddy's favourite in every way, but her life ended tragically when she drowned in a backyard pond. Inexperience led young English detective David Bliss to attribute the girl's death to an accident, but since that time he has been haunted by doubts about his original conclusion. Now, more than twenty years later, Melanie's father has died, and toxicology reports indicate that he was murdered. Bliss begins to suspect Melanie's sister, Margaret, who lives in a remote community in northern Ontario. But could Margaret have killed her father from half a world away? Bliss's unauthorized investigation brings him overseas to Canada in search of Margaret - and answers. As he gets closer to the truth, he uncovers the disturbing secrets that have destroyed the Gordonstone family."
2045,3366,The Fish Kisser,James  Hawkins,3.4,9780888822406,eng,360.0,Fiction,A megalomaniac becomes determined to exact revenge on the Western world through a devious plot of global cyber-warfare.,2001.0,Fiction,the fish kisser,"the fish kisser,James  Hawkins,Fiction,A megalomaniac becomes determined to exact revenge on the Western world through a devious plot of global cyber-warfare."
2046,3367,Stand on Zanzibar,John Brunner,3.96,9781857988369,eng,672.0,Fiction,"There are seven billion-plus humans crowding the surface of 21st century Earth. It is an age of intelligent computers, mass-market psychedelic drugs, politics conducted by assassination, scientists who burn incense to appease volcanoes ... all the hysteria of a dangerously overcrowded world, portrayed in a dazzlingly inventive style.",1999.0,Fiction,stand on zanzibar,"stand on zanzibar,John Brunner,Fiction,There are seven billion-plus humans crowding the surface of 21st century Earth. It is an age of intelligent computers, mass-market psychedelic drugs, politics conducted by assassination, scientists who burn incense to appease volcanoes ... all the hysteria of a dangerously overcrowded world, portrayed in a dazzlingly inventive style."
2047,3368,The Crucible of Time,John Brunner,3.71,9780345302359,eng,416.0,Fiction,"Traces the development over milennia of a civilization of an unusual alien species, whose sense of humor, resourceful adaptibility, and metalworking skills are the strengths and the hope of their society",1984.0,Fiction,the crucible of time,"the crucible of time,John Brunner,Fiction,Traces the development over milennia of a civilization of an unusual alien species, whose sense of humor, resourceful adaptibility, and metalworking skills are the strengths and the hope of their society"
2048,3369,Modern Classics of Science Fiction,Gardner Dozois/Damon Knight/R.A. Lafferty/Samuel R. Delany/Brian W. Aldiss/Gene Wolfe/Joanna Russ/James Tiptree Jr./Ursula K. Le Guin/Edward Bryant/Howard Waldrop/Jack Dann/L. Sprague de Camp/Lucius Shepard/Pat Cadigan/John Kessel/William Gibson/Connie Willis/Michael Swanwick/Bruce Sterling/Theodore Sturgeon/Richard McKenna/Cordwainer Smith/Jack Vance/Edgar Pangborn/Keith Roberts/Roger Zelazny,4.17,9780312088477,eng,672.0,Fiction,"Brian Aldiss William Gibson R.A. Lafferty Ursula K. Le Guin Lucius Shepard Bruce Sterling Theodore Sturgeon Howard Waldrop Connie Willis Gene Wolfe Roger Zelazny ""The best stories are timeless. Long years from now the stories here may still touch someone, cause that person to blink, and put the book down for a second, and stare off through the hallow air, and shirver in wonder.""",1993.0,Fiction,modern classics of science fiction,"modern classics of science fiction,Gardner Dozois/Damon Knight/R.A. Lafferty/Samuel R. Delany/Brian W. Aldiss/Gene Wolfe/Joanna Russ/James Tiptree Jr./Ursula K. Le Guin/Edward Bryant/Howard Waldrop/Jack Dann/L. Sprague de Camp/Lucius Shepard/Pat Cadigan/John Kessel/William Gibson/Connie Willis/Michael Swanwick/Bruce Sterling/Theodore Sturgeon/Richard McKenna/Cordwainer Smith/Jack Vance/Edgar Pangborn/Keith Roberts/Roger Zelazny,Fiction,Brian Aldiss William Gibson R.A. Lafferty Ursula K. Le Guin Lucius Shepard Bruce Sterling Theodore Sturgeon Howard Waldrop Connie Willis Gene Wolfe Roger Zelazny ""The best stories are timeless. Long years from now the stories here may still touch someone, cause that person to blink, and put the book down for a second, and stare off through the hallow air, and shirver in wonder."""
2049,3370,Wonder of the World,David Lindsay-Abaire,3.93,9780822218630,eng,72.0,Drama,THE STORY: Nothing will prepare you for the dirty little secret Cass discovers in her husband's sweater drawer. It is so shocking that our heroine has no choice but to flee to the honeymoon capital of the world in a frantic search for the life she,2003.0,Drama,wonder of the world,"wonder of the world,David Lindsay-Abaire,Drama,THE STORY: Nothing will prepare you for the dirty little secret Cass discovers in her husband's sweater drawer. It is so shocking that our heroine has no choice but to flee to the honeymoon capital of the world in a frantic search for the life she"
2050,3371,A Thousand Acres,Jane Smiley,3.81,9781400033836,eng,371.0,Fiction,"On a prosperous Iowa farm in the 1970s, wealthy farmer Lawrence Cook announces his intentions to divide the farm among his daughters, setting off a family crisis reminiscent of Shakespeare's ""King Lear."" Reader's Guide available. Reprint. 12,500 first printing.",2003.0,Fiction,a thousand acres,"a thousand acres,Jane Smiley,Fiction,On a prosperous Iowa farm in the 1970s, wealthy farmer Lawrence Cook announces his intentions to divide the farm among his daughters, setting off a family crisis reminiscent of Shakespeare's ""King Lear."" Reader's Guide available. Reprint. 12,500 first printing."
2051,3372,Mother's Milk,Edward St. Aubyn,3.76,9781890447427,en-US,240.0,Fiction,"The author of Some Hope returns with a story of complex family relationships, offering a trenchant novelistic analysis of marriage, adultery, parenthood, and assisted suicide.",2005.0,Fiction,mother's milk,"mother's milk,Edward St. Aubyn,Fiction,The author of Some Hope returns with a story of complex family relationships, offering a trenchant novelistic analysis of marriage, adultery, parenthood, and assisted suicide."
2052,3373,Culture of Fear Revisited,Frank Furedi,3.52,9780826493958,eng,236.0,Social Science,representing a more constructive side of humanity.,2006.0,Social Science,culture of fear revisited,"culture of fear revisited,Frank Furedi,Social Science,representing a more constructive side of humanity."
2053,3374,The Franklin Affair,Jim Lehrer,3.12,9780345468031,eng,208.0,Fiction,"Following the death of his longtime mentor, a young historian's peaceful and orderly life is undermined by personal and professional crises when he receives a letter dating back to the Revolutionary War that reveals a scandal that could alter forever American history and joins a committee investigating plagiarism charges against a female biographer who will do anything to stop them. Reprint. 30,000 first printing.",2006.0,Fiction,the franklin affair,"the franklin affair,Jim Lehrer,Fiction,Following the death of his longtime mentor, a young historian's peaceful and orderly life is undermined by personal and professional crises when he receives a letter dating back to the Revolutionary War that reveals a scandal that could alter forever American history and joins a committee investigating plagiarism charges against a female biographer who will do anything to stop them. Reprint. 30,000 first printing."
